epoch,train_loss,train_acc,val_loss,val_acc,learning_rate
1,1.1145237592550425,26.262626262626263,1.0888378620147705,23.076923076923077,5e-05
2,1.1019831620729887,31.818181818181817,1.0961641073226929,30.76923076923077,5e-05
3,1.0924721314356878,39.898989898989896,1.1030369997024536,30.76923076923077,5e-05
4,1.0970762142768273,38.38383838383838,1.110365867614746,53.84615384615385,5e-05
5,1.0910429404332087,35.85858585858586,1.115441918373108,30.76923076923077,5e-05
6,1.089201780465933,40.90909090909091,1.1170063018798828,30.76923076923077,5e-05
7,1.0839428168076735,34.84848484848485,1.1230460405349731,30.76923076923077,5e-05
8,1.0872346071096568,43.43434343434343,1.1299583911895752,30.76923076923077,2.5e-05
9,1.092973489027757,38.38383838383838,1.1298099756240845,30.76923076923077,2.5e-05
